,,,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017
Region,Sub-region,Country,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate
Europe,Eastern Europe,Russian Federation,"164,547",114.684,"127,772",88.914,"110,063",76.436,"16,416",11.374,"14,340",9.913,"13,642",9.409,"11,416",7.858,"9,104",6.256
Europe,Eastern Europe,Slovakia,"1,188",21.984,851,15.733,974,17.987,835,15.4,680,12.525,539,9.915,526,9.666,469,8.609
Europe,Eastern Europe,Ukraine,"23,300",50.882,,,,,,,,,,,,,"21,136",47.509
Europe,Northern Europe,Denmark,"3,372",60.702,"3,241",58.051,"3,003",53.52,"3,200",56.758,"2,322",40.996,"2,034",35.753,"2,185",38.259,"2,042",35.625
Europe,Northern Europe,Estonia,599,44.97,525,39.533,457,34.543,476,36.088,360,27.356,337,25.627,,,201,15.239
Europe,Northern Europe,Finland,"1,508",28.103,"1,622",30.093,"1,616",29.843,"1,523",28.001,"1,687",30.892,"1,548",28.243,"1,670",30.375,"1,640",29.759
Europe,Northern Europe,Iceland,42,13.125,42,13.003,50,15.337,49,14.985,51,15.502,53,16.061,50,15.06,49,14.671
Europe,Northern Europe,Ireland,"3,196",70.18,"2,931",63.842,"2,817",61.133,"2,806",60.802,"2,650",57.273,"2,574",55.331,"2,099",44.698,"2,187",46.013
Europe,Northern Europe,Latvia,"1,072",50.59,"1,047",50,943,45.578,917,44.841,809,40.03,779,38.989,651,32.979,604,30.958
Europe,Northern Europe,Lithuania,"2,727",87.292,"2,502",81.155,"1,923",63.132,"1,866",62.014,"1,688",56.816,"1,590",54.229,"1,342",46.436,"1,088",38.243
Europe,Northern Europe,Norway,"1,687",34.527,"1,623",32.801,"1,484",29.597,"1,667",32.821,"1,063",20.673,930,17.885,810,15.426,781,14.747
Europe,Northern Europe,Sweden,"9,219",98.179,"9,719",102.662,"9,213",96.542,"8,361",86.931,"8,364",86.298,"8,461",86.646,"8,562",87.048,"8,649",87.32
Europe,Southern Europe,Albania,236,8.005,268,9.15,326,11.187,371,12.775,297,10.256,234,8.094,159,5.509,184,6.38
Europe,Southern Europe,Andorra,8,9.524,5,5.952,6,7.317,13,16.049,7,8.861,8,10.256,,,,
